CAPSULE_TEXT,GENRE_NAME,PRICE_RATE,CATALOG_PRICE,DISCOUNT_PRICE,DISPFROM,DISPEND,DISPPERIOD,VALIDFROM,VALIDEND,VALIDPERIOD,USABLE_DATE_MON,USABLE_DATE_TUE,USABLE_DATE_WED,USABLE_DATE_THU,USABLE_DATE_FRI,USABLE_DATE_SAT,USABLE_DATE_SUN,USABLE_DATE_HOLIDAY,USABLE_DATE_BEFORE_HOLIDAY,large_area_name,ken_name,small_area_name,COUPON_ID_hash
リラクゼーション,リラクゼーション,61,7800,2980,2011-09-26 12:00:00,2011-09-29 12:00:00,3,2011-09-30,2012-03-27,179,1,1,1,1,1,1,1,1,1,関東,東京都,銀座・新橋・東京・上野,f58bb1b46a5d95507773e3fd4d8b50ea
グルメ,グルメ,50,7875,3900,2011-08-27 12:00:00,2011-08-30 12:00:00,3,2011-09-01,2012-02-24,176,1,1,1,0,1,0,0,0,0,関西,京都府,京都,35a4452fe6288a917bf92f36e897d9a0
リラクゼーション,リラクゼーション,50,6300,3150,2011-09-01 12:00:00,2011-09-03 12:00:00,2,2011-09-04,2011-12-31,118,1,1,0,1,1,1,1,1,1,関東,神奈川県,横浜,b9b4aec7d6a8e953f7f6a0a99f249610
ヘアサロン,ヘアサロン,67,14000,4500,2011-08-31 12:00:00,2011-09-02 12:00:00,2,2011-09-03,2011-11-30,88,0,1,1,1,1,1,1,1,1,四国,徳島県,徳島,dc3c16b4b88ff83b0cf50378b8cb5e6d
ホテル,ホテル・旅館,65,13650,4700,2011-09-05 12:00:00,2011-09-06 12:00:00,1,2011-09-07,2012-01-31,146,1,1,1,1,1,2,1,1,2,九州・沖縄,福岡県,福岡,e995ef5e4a263b696a67fd0633f74d43
ネイル・アイ,ネイル・アイ,64,8400,3000,2011-08-31 12:00:00,2011-09-03 12:00:00,3,2011-09-05,2011-10-31,56,1,1,1,1,1,1,0,1,1,北海道,北海道,北海道,0ebe6b1a4728619def65c3acef76bf8a
リラクゼーション,リラクゼーション,50,5500,2700,2011-09-14 12:00:00,2011-09-16 12:00:00,2,2011-09-17,2012-03-14,179,0,1,1,1,1,1,1,1,1,関東,東京都,渋谷・青山・自由が丘,f143c8f76bae69d5bebc5e7400727306
ヘアサロン,ヘアサロン,70,13650,3990,2011-08-31 12:00:00,2011-09-03 12:00:00,3,2011-09-04,2011-11-30,87,1,0,1,1,1,1,1,1,1,関東,神奈川県,川崎・湘南・箱根他,dc97ab5f6909de63d48fac514b522272
ヘアサロン,ヘアサロン,67,12285,3980,2011-09-05 12:00:00,2011-09-07 12:00:00,2,2011-09-08,2012-03-05,179,1,1,1,1,1,1,1,1,1,関東,神奈川県,川崎・湘南・箱根他,4e7c7b33d6182e3a91ed81953b12179a
グルメ,グルメ,50,3400,1700,2011-09-05 12:00:00,2011-09-07 12:00:00,2,2011-09-08,2012-03-05,179,1,1,1,1,1,1,1,1,1,関西,大阪府,キタ,00b41b36d33d5305970cb65457e7973a
ヘアサロン,ヘアサロン,60,10500,4200,2011-09-05 12:00:00,2011-09-07 12:00:00,2,2011-09-08,2012-02-17,162,1,0,1,1,1,0,0,0,1,関東,神奈川県,横浜,576a293f786317cdc18e6c246902b94b
グルメ,グルメ,65,2800,980,2011-09-06 12:00:00,2011-09-08 12:00:00,2,2011-09-10,2012-02-29,172,1,1,1,1,1,1,1,1,1,九州・沖縄,福岡県,福岡,379050e9bc44ee9fa1ee139ed7c4cc74
ホテル,ホテル・旅館,50,13230,6600,2011-08-05 12:00:00,2011-08-08 12:00:00,3,2011-08-09,2012-02-04,179,1,1,1,1,1,1,1,1,1,関東,東京都,銀座・新橋・東京・上野,5823a588a1328fa9db479f1061f577d5
ヘアサロン,ヘアサロン,52,2100,990,2011-09-04 12:00:00,2011-09-06 12:00:00,2,2011-09-07,2011-12-07,91,1,1,1,1,1,1,1,1,1,関東,千葉県,千葉,a42d127c08b94c38bbdb0ba15e51aedb
ホテル,ホテル・旅館,53,10800,5000,2011-09-01 12:00:00,2011-09-02 12:00:00,1,2011-09-03,2012-02-29,179,1,1,1,1,1,1,1,1,1,中国,岡山県,岡山,4fad7b5323bd70367d2248d8c671d68d
ホテル,ホテル・旅館,50,9100,4490,2011-08-05 12:00:00,2011-08-08 12:00:00,3,2011-08-09,2012-01-31,175,1,1,1,1,1,1,1,1,1,東海,愛知県,愛知,4f4bf5ca6739a812183dcaebb2beb237
旅館,ホテル・旅館,50,21000,10500,2011-09-04 12:00:00,2011-09-05 12:00:00,1,2011-09-06,2011-12-15,100,1,1,1,1,1,0,1,2,2,関東,神奈川県,川崎・湘南・箱根他,b07ce6785e9b273bc18a99f915862e0c
ヘアサロン,ヘアサロン,65,8100,2800,2011-09-03 12:00:00,2011-09-05 12:00:00,2,2011-09-06,2012-02-29,176,1,0,1,1,1,1,1,1,1,関東,神奈川県,横浜,3a100b222dbdaf4f835ee2d5532e095f
ネイル・アイ,ネイル・アイ,64,8400,2980,2011-09-02 12:00:00,2011-09-05 12:00:00,3,2011-09-06,2011-11-30,85,1,1,1,1,1,1,1,1,1,関東,神奈川県,横浜,2cd5acb4a4213d2a27eefc8f5d155d4c
旅館,ホテル・旅館,50,2500,1250,2011-09-07 12:00:00,2011-09-08 12:00:00,1,2011-09-09,2011-12-28,110,1,1,1,1,1,1,1,1,1,東北,宮城県,宮城,075ec76b919b5cfe15d605b6df0d8110
ヘアサロン,ヘアサロン,65,18350,6300,2011-08-30 12:00:00,2011-09-02 12:00:00,3,2011-09-03,2011-12-04,92,1,1,1,1,1,1,1,1,1,関東,神奈川県,横浜,62e1285f5c984129fb7b958fbec1a225
リラクゼーション,リラクゼーション,50,1680,840,2011-08-30 12:00:00,2011-09-02 12:00:00,3,2011-09-04,2012-02-29,178,1,0,1,1,1,1,1,1,1,関東,千葉県,千葉,3474f05c0bc18b7a036fda272d7439df
ヘアサロン,ヘアサロン,69,17850,5500,2011-08-30 12:00:00,2011-09-02 12:00:00,3,2011-09-03,2011-12-04,92,1,1,1,1,1,1,1,1,1,関東,千葉県,千葉,97dbc0e2a946e06717ae5f3a34b8b2e1
レッスン,レッスン,85,69300,9980,2011-08-30 12:00:00,2011-09-03 12:00:00,4,2011-09-04,2012-01-29,147,0,0,0,0,0,1,1,0,0,東海,愛知県,愛知,475c9224d2a65937d88cd9713d3d4b2b
レッスン,レッスン,85,69300,9980,2011-08-30 12:00:00,2011-09-03 12:00:00,4,2011-09-04,2012-01-29,147,0,0,0,0,0,1,1,0,0,九州・沖縄,福岡県,福岡,adc8ec18fb129b4da09495e1a2b04b34
旅館,ホテル・旅館,53,12900,6000,2011-08-30 12:00:00,2011-08-31 12:00:00,1,2011-09-01,2011-12-28,118,1,1,1,1,1,2,1,1,2,九州・沖縄,福岡県,福岡,0ac70dd4c7430dca77d47563b4265077
旅館,ホテル・旅館,50,72000,35800,2011-08-30 12:00:00,2011-09-02 12:00:00,3,2011-09-04,2011-11-30,87,1,1,1,1,1,0,1,1,0,東海,静岡県,静岡,3d2a87d96955ddd89b0f69e8773064b6
レッスン,レッスン,72,72500,19800,2011-09-02 12:00:00,2011-09-06 12:00:00,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,43002e44acebb1957940e3eae9e010ff
エステ,エステ,52,9450,4500,2011-09-01 12:00:00,2011-09-04 12:00:00,3,2011-09-05,2012-03-02,179,1,1,1,1,1,1,1,1,1,関東,神奈川県,横浜,7246da1ab7d6938e6dc32f80545ccffe
グルメ,グルメ,50,5800,2900,2011-08-31 12:00:00,2011-09-04 12:00:00,4,2011-09-05,2012-03-02,179,1,1,1,1,1,1,1,1,1,九州・沖縄,長崎県,長崎,3c8539129baf9d042b2117c69bb07d1f
ヘアサロン,ヘアサロン,62,10500,3990,2011-09-02 12:00:00,2011-09-05 12:00:00,3,2011-09-06,2011-12-04,89,1,0,2,1,1,1,1,1,1,関東,東京都,赤坂・六本木・麻布,f4766cc0715c700db98abdac5365f017
リラクゼーション,リラクゼーション,58,8400,3500,2011-08-30 12:00:00,2011-09-01 12:00:00,2,2011-09-02,2011-11-30,89,1,1,1,1,1,1,1,1,1,関東,東京都,新宿・高田馬場・中野・吉祥寺,7eeee1180bcf44fb4d7fdecc9f22c158
ヘアサロン,ヘアサロン,70,13650,3980,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-07,2011-12-10,94,1,1,1,1,1,1,1,1,1,関東,東京都,池袋・神楽坂・赤羽,159c64a0682611233f7aa75915550bc6
ヘアサロン,ヘアサロン,57,10600,4500,2011-08-31 12:00:00,2011-09-03 12:00:00,3,2011-09-05,2011-12-28,114,1,1,1,1,1,1,1,1,1,関東,東京都,恵比寿・目黒・品川,d46caee72032b4fb57438f1bf1a38b81
レッスン,レッスン,59,49000,20000,2011-08-30 12:00:00,2011-09-03 12:00:00,4,2011-09-04,2012-03-01,179,1,1,1,1,1,1,1,1,1,関東,東京都,立川・町田・八王子他,0c75b76714c7524160c1ecdd6e812881
旅館,ホテル・旅館,50,53175,26500,2011-09-01 12:00:00,2011-09-04 12:00:00,3,2011-09-05,2011-11-04,60,1,1,1,1,1,2,2,2,2,関西,京都府,京都,1e416d56b7273acebedc1f8176858eb8
レッスン,レッスン,70,68800,20000,2011-09-02 12:00:00,2011-09-06 12:00:00,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,東京都,恵比寿・目黒・品川,e334ac341c19191c03ea4858928be38b
ホテル,ホテル・旅館,50,50000,25000,2011-09-02 12:00:00,2011-09-05 12:00:00,3,2011-09-06,2011-12-28,113,1,1,1,1,1,2,1,2,2,北信越,山梨県,山梨,2ff209e8cfe0ae2f81e212a1165ed298
ホテル,ホテル・旅館,50,11550,5750,2011-08-30 12:00:00,2011-09-01 12:00:00,2,2011-09-02,2011-12-30,119,1,1,1,1,1,2,1,2,2,北信越,山梨県,山梨,b432fa672f17366ca82b4022738e8cfd
宅配,宅配,50,3680,1840,2011-09-05 12:00:00,2011-09-07 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,山形県,山形,7d6609d0ff511b156f096350b2f698b1
宅配,宅配,51,3840,1880,2011-09-03 12:00:00,2011-09-06 12:00:00,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,山形県,山形,318720330c03e426ccfc65fa90a00916
宅配,宅配,51,3740,1830,2011-09-11 12:00:00,2011-09-14 12:00:00,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,31ab051931d4d04f87fdc4a9bb20e4da
ヘアサロン,ヘアサロン,52,8800,4200,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-07,2011-11-30,84,0,0,1,1,1,1,1,1,1,関東,東京都,銀座・新橋・東京・上野,aa7aa063fb352f6b227fef43036372a2
宅配,宅配,52,4640,2220,2011-09-17 12:00:00,2011-09-20 12:00:00,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,db295c37a59baca890641e5faf0f2f7b
レッスン,レッスン,70,6000,1800,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-09,2012-03-02,175,0,0,0,0,1,0,0,0,0,東海,愛知県,愛知,30d2147783e16970042cddbfb05266d4
レッスン,レッスン,87,149700,18000,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-07,2012-03-04,179,1,0,1,1,1,1,1,1,1,関西,大阪府,キタ,ddaaf8dfad05da5af75b157ce733beb0
ホテル,ホテル・旅館,62,47700,18000,2011-08-07 12:00:00,2011-08-10 12:00:00,3,2011-08-11,2011-12-29,140,1,1,1,1,1,2,1,1,1,関東,東京都,渋谷・青山・自由が丘,b3af2029a67a66e5e8e1754fa8b31884
民宿,ホテル・旅館,50,7800,3900,2011-09-05 12:00:00,2011-09-06 12:00:00,1,2011-09-07,2012-02-29,175,1,1,1,1,1,1,1,1,1,関東,千葉県,千葉,8003de34a76fcc432c4254a7cdaffa13
グルメ,グルメ,60,7000,2800,2011-08-06 12:00:00,2011-08-09 12:00:00,3,2011-08-10,2011-12-18,130,1,1,1,1,1,1,1,1,1,関東,神奈川県,横浜,df18aabe2d084a8ffeb6aa2accce8db3
宅配,宅配,50,2050,1025,2011-09-05 12:00:00,2011-09-07 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,秋田県,秋田,ccbcd09ba567d4c50122559e888ccd0b
旅館,ホテル・旅館,50,16800,8400,2011-09-02 12:00:00,2011-09-04 12:00:00,2,2011-09-06,2012-02-29,176,1,1,1,1,1,2,1,2,2,九州・沖縄,大分県,大分,ef0e29a8778b464094b200f1e962556f
宅配,宅配,53,6300,2900,2011-09-02 12:00:00,2011-09-05 12:00:00,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,5af22f2bce3fd2c2687c6393737fd020
ホテル,ホテル・旅館,56,23200,10000,2011-08-06 12:00:00,2011-08-09 12:00:00,3,2011-08-10,2011-10-31,82,1,1,1,1,1,1,1,1,1,関西,大阪府,キタ,71531933dec0f26d0a9eb9cdf48e4dfd
宅配,宅配,50,5980,2980,2011-09-03 12:00:00,2011-09-06 12:00:00,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,5b86f92aa7f6e818ce062e99c9e429fa
グルメ,グルメ,50,3200,1600,2011-08-30 12:00:00,2011-09-02 12:00:00,3,2011-09-06,2011-11-06,61,0,1,1,1,0,0,1,1,0,九州・沖縄,大分県,大分,6ba5ac8ca130c1be0df614ed6a6b4c87
グルメ,グルメ,50,3400,1700,2011-09-08 12:00:00,2011-09-11 12:00:00,3,2011-09-12,2012-03-09,179,1,1,1,1,1,0,0,1,1,関西,兵庫県,兵庫,88cba99b47bc831d6b30434133ae9dec
グルメ,グルメ,50,2990,1490,2011-08-09 12:00:00,2011-08-12 12:00:00,3,2011-08-13,2011-11-30,109,2,1,1,1,1,1,1,1,1,関東,東京都,銀座・新橋・東京・上野,77d210ca07d386187a52404a45d009ad
グルメ,グルメ,50,2480,1240,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-07,2012-03-04,179,1,1,1,1,1,1,1,1,1,関西,兵庫県,兵庫,ad832fa18718826bcba6cb7dd811d184
グルメ,グルメ,56,2300,1000,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-07,2011-12-31,115,1,1,1,1,1,1,1,1,1,関西,大阪府,ミナミ他,e32c8b6bbea18264147348c131dd7c02
その他,その他のクーポン,70,7000,2100,2011-08-30 12:00:00,2011-09-01 12:00:00,2,2011-09-10,2012-03-01,173,1,1,1,1,0,1,1,1,1,関西,大阪府,ミナミ他,f42b3f056afd20b3d71fcb0330e689fb
グルメ,グルメ,50,2020,1000,2011-09-20 12:00:00,2011-09-23 12:00:00,3,2011-09-25,2012-02-29,157,1,1,1,1,0,0,1,1,1,九州・沖縄,沖縄県,沖縄,f1caab1c72efb49cd695432202acf7e2
グルメ,グルメ,60,5000,1980,2011-09-01 12:00:00,2011-09-04 12:00:00,3,2011-09-05,2012-02-29,177,1,1,1,1,1,1,1,1,1,関西,兵庫県,兵庫,0eb0748420fbd335ff6df7db301989ff
宅配,宅配,53,3840,1800,2011-10-01 12:00:00,2011-10-03 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,山形県,山形,393b1cfe219d4fe302fdf2e67d5d416a
グルメ,グルメ,50,3738,1869,2011-08-30 12:00:00,2011-09-03 12:00:00,4,2011-09-04,2012-02-29,178,1,1,1,1,0,1,1,1,1,関西,大阪府,キタ,65f419e2bc776c33efea53f8227f3586
グルメ,グルメ,50,1980,990,2011-09-13 12:00:00,2011-09-15 12:00:00,2,2011-09-16,2012-01-31,137,2,1,1,1,1,1,1,1,1,関東,東京都,銀座・新橋・東京・上野,0631ce8aee3e73cd4e828a4869d81a8a
レジャー,レジャー,50,2000,1000,2011-08-30 12:00:00,2011-09-01 12:00:00,2,2011-09-02,2011-09-06,4,1,1,0,0,1,1,1,0,0,関東,東京都,銀座・新橋・東京・上野,0c4e7d6c3797f3b21c2d489f9f4d722f
グルメ,グルメ,50,3270,1635,2011-09-07 12:00:00,2011-09-10 12:00:00,3,2011-09-12,2012-02-29,170,1,1,1,1,0,0,0,0,1,関西,滋賀県,滋賀,a39bff4fdcdc4b51fa704a92e9803802
グルメ,グルメ,50,680,340,2011-09-02 12:00:00,2011-09-04 12:00:00,2,2011-09-05,2011-12-06,92,1,1,1,1,1,0,0,0,1,関西,奈良県,奈良,ec32093963973ed30b140b74ad9c0d54
グルメ,グルメ,50,2940,1470,2011-09-06 12:00:00,2011-09-09 12:00:00,3,2011-09-10,2012-02-29,172,1,1,1,1,1,1,1,1,1,関西,京都府,京都,2112223806d01572c761901190e2ee7b
エステ,エステ,62,10200,3790,2011-09-08 12:00:00,2011-09-11 12:00:00,3,2011-09-12,2012-03-05,175,1,1,1,1,1,1,1,1,1,関西,兵庫県,兵庫,d24e6937339e3619bf0c4d0cb2ce0934
グルメ,グルメ,50,3500,1750,2011-09-09 12:00:00,2011-09-11 12:00:00,2,2011-09-12,2012-03-09,179,1,1,1,1,2,1,0,0,1,関西,大阪府,キタ,c1adf512e2c4996a70fec4bc20d8d474
宅配,宅配,50,3440,1720,2011-09-27 12:00:00,2011-09-29 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,d3f4f877daac1a3cb9eaa55619619011
宅配,宅配,50,3650,1820,2011-10-11 12:00:00,2011-10-13 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,af14d6dcf824ac404729f78abb40c2ab
グルメ,グルメ,50,2000,1000,2011-09-09 12:00:00,2011-09-13 12:00:00,4,2011-09-14,2012-03-10,178,1,0,1,1,1,1,1,1,1,九州・沖縄,宮崎県,宮崎,b0daa5afc9ac762d9ba91d1f9e9403d2
ネイル・アイ,ネイル・アイ,60,7875,3150,2011-09-19 12:00:00,2011-09-22 12:00:00,3,2011-09-23,2011-12-22,90,1,1,0,1,1,1,1,1,1,関東,神奈川県,川崎・湘南・箱根他,8f45c3022182ef17cf4a8f23e477839e
旅館,ホテル・旅館,50,24400,12200,2011-09-02 12:00:00,2011-09-05 12:00:00,3,2011-09-06,2012-02-29,176,1,1,1,1,1,2,1,1,2,四国,高知県,高知,444225012365567e4346a7eb1be4136a
旅館,ホテル・旅館,52,63000,30000,2011-08-07 12:00:00,2011-08-10 12:00:00,3,2011-08-29,2012-02-10,165,1,1,1,1,2,2,2,2,2,東海,静岡県,静岡,0ca35ee56457b40d3fb068ec21d4c0a1
旅館,ホテル・旅館,50,17800,8800,2011-09-01 12:00:00,2011-09-04 12:00:00,3,2011-09-05,2012-02-28,176,1,1,1,1,2,2,2,1,2,東海,静岡県,静岡,a6f6a09372076457baa46d2ad9af28cc
旅館,ホテル・旅館,50,40000,20000,2011-08-08 12:00:00,2011-08-11 12:00:00,3,2011-08-12,2012-02-07,179,1,1,1,1,1,2,1,1,2,東海,静岡県,静岡,808851533a55d08821b882bd9eb79680
ペンション,ホテル・旅館,50,40000,20000,2011-08-31 12:00:00,2011-09-03 12:00:00,3,2011-09-04,2012-03-01,179,1,1,1,1,1,2,1,0,0,東海,静岡県,静岡,2ad3243f22acc8992862866df2f23d9e
ペンション,ホテル・旅館,50,40000,20000,2011-10-06 12:00:00,2011-10-09 12:00:00,3,2011-10-11,2012-03-16,157,1,1,1,1,1,2,1,0,0,東海,静岡県,静岡,214e8edccfee633254e4cc04d5ef7dd4
旅館,ホテル・旅館,50,50400,25200,2011-09-02 12:00:00,2011-09-05 12:00:00,3,2011-09-06,2012-03-03,179,1,1,1,1,2,2,2,2,2,東海,静岡県,静岡,b608c35088795ae3e6f9d1451613fd7c
旅館,ホテル・旅館,50,35700,17850,2011-09-05 12:00:00,2011-09-08 12:00:00,3,2011-09-09,2012-03-06,179,1,1,1,1,2,2,2,1,1,東海,静岡県,静岡,0fdd46b5a7c7a0a53b0cc32f1e89bea5
民宿,ホテル・旅館,50,21000,10500,2011-09-03 12:00:00,2011-09-05 12:00:00,2,2011-09-06,2011-11-04,59,1,1,1,1,1,0,1,1,0,関西,兵庫県,兵庫,24a4b2767e92803ba4243749812c2577
旅館,ホテル・旅館,52,21000,9998,2011-09-01 12:00:00,2011-09-03 12:00:00,2,2011-09-04,2011-11-05,62,1,1,1,1,2,2,2,2,2,関西,兵庫県,兵庫,23414b07baa28224dd341353b6dff26f
ホテル,ホテル・旅館,57,10580,4500,2011-08-06 12:00:00,2011-08-09 12:00:00,3,2011-08-10,2012-01-29,172,1,1,1,1,1,1,1,1,1,関東,東京都,新宿・高田馬場・中野・吉祥寺,b3af9fea093dbc4d8440683b70093baf
レジャー,レジャー,50,3000,1500,2011-08-08 12:00:00,2011-08-11 12:00:00,3,2011-08-12,2012-02-07,179,1,1,1,1,1,1,1,1,1,東北,福島県,福島,206bbcbd90c5490d2819f821f20da976
レジャー,レジャー,50,2000,1000,2011-08-08 12:00:00,2011-08-11 12:00:00,3,2011-08-12,2012-02-07,179,1,1,1,1,1,1,1,1,1,東北,福島県,福島,7809f7c4c31fed2c7ed8344cfb87c61c
ホテル,ホテル・旅館,50,7800,3900,2011-09-05 12:00:00,2011-09-06 12:00:00,1,2011-09-07,2011-12-28,112,1,1,1,1,1,2,1,1,2,東海,愛知県,愛知,3facf1fae24d7053e78414502e3eff64
ホテル,ホテル・旅館,50,9500,4750,2011-08-06 12:00:00,2011-08-09 12:00:00,3,2011-08-10,2011-08-30,20,1,1,1,1,1,1,1,1,1,東海,愛知県,愛知,521294823a9e70fbc51615ae12db9bb0
ホテル,ホテル・旅館,53,10500,4900,2011-08-31 12:00:00,2011-09-01 12:00:00,1,2011-09-02,2011-11-30,89,1,1,1,1,1,1,1,1,1,東海,愛知県,愛知,02196591c05a69b15800d086db7b7de6
宅配,宅配,50,3990,1995,2011-09-04 12:00:00,2011-09-06 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,群馬県,群馬,f3130afeae2db8fda5a54460594581dd
グルメ,グルメ,50,3300,1650,2011-10-27 12:00:00,2011-10-30 12:00:00,3,2011-10-31,2012-03-31,152,1,0,1,1,1,1,1,1,1,関東,神奈川県,横浜,79c035bad5fd352b6a6c1d2b4676d6da
宅配,宅配,59,7980,3200,2011-09-14 12:00:00,2011-09-16 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,東北,宮城県,宮城,361a4f7ce2c0a5f66205fc1522d45e23
グルメ,グルメ,53,4820,2250,2011-09-16 12:00:00,2011-09-19 12:00:00,3,2011-09-20,2012-03-17,179,1,0,1,1,1,2,2,2,1,関西,兵庫県,兵庫,b23c5672dbaad5e4779305013afd5d4c
グルメ,グルメ,50,1790,890,2011-10-15 12:00:00,2011-10-17 12:00:00,2,2011-10-19,2012-04-13,177,1,0,1,1,1,0,0,0,1,関西,兵庫県,兵庫,6aab1c5e4770e6d8ff9d2bc8ae3786fd
宅配,宅配,58,2400,999,2011-10-25 12:00:00,2011-10-27 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,埼玉県,埼玉,3a5bafce95e45f3b37c31bfbae035e8b
その他,その他のクーポン,51,4525,2210,2011-08-31 12:00:00,2011-09-02 12:00:00,2,2011-09-07,2011-12-04,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,栃木県,栃木,4ae0fc6ac23ac6ba6b0676ffc587eba4
宅配,宅配,54,2189,990,2011-09-04 12:00:00,2011-09-06 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,北信越,富山県,富山,52d0fb59323cf773b84a4e9f98e8ae38
宅配,宅配,51,2025,990,2011-09-02 12:00:00,2011-09-05 12:00:00,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関西,奈良県,奈良,23b71add2e78108d53d5bddc31768cb9
グルメ,グルメ,61,2520,980,2011-09-03 12:00:00,2011-09-06 12:00:00,3,2011-09-07,2012-03-04,179,0,1,1,1,1,1,1,1,1,北信越,石川県,石川,838f56c1286f999bca65825d7015199d
レジャー,レジャー,50,1000,500,2011-09-06 12:00:00,2011-09-07 12:00:00,1,2011-09-08,2011-12-28,111,1,1,1,1,1,1,1,1,1,北信越,山梨県,山梨,ce401d04a6f19f168255321bd8d311e9
グルメ,グルメ,50,1650,825,2011-09-10 12:00:00,2011-09-13 12:00:00,3,2011-09-14,2011-12-13,90,1,1,1,1,1,0,0,0,1,四国,愛媛県,愛媛,423e5866eec23c10816709de8984202f
ホテル,ホテル・旅館,59,9800,4000,2011-09-02 12:00:00,2011-09-03 12:00:00,1,2011-09-04,2012-01-31,149,1,1,1,1,1,1,1,1,1,関西,大阪府,キタ,b3893601142d93ba0468e73ce9ce0d53
グルメ,グルメ,51,3120,1500,2011-08-06 12:00:00,2011-08-09 12:00:00,3,2011-08-10,2011-10-30,81,0,1,1,1,2,2,1,1,1,関東,東京都,新宿・高田馬場・中野・吉祥寺,59a3e44187c7a6c59b4e43089503200d
レッスン,レッスン,55,44100,19800,2011-09-04 12:00:00,2011-09-08 12:00:00,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,東京都,銀座・新橋・東京・上野,fad05a97499c53951f4560b8dd2c364c
宅配,宅配,50,4515,2255,2011-09-01 12:00:00,2011-09-03 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,埼玉県,埼玉,13f0974b3b08e916fcd9d3138f9a57d6
宅配,宅配,62,2604,980,2011-08-31 12:00:00,2011-09-02 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関西,大阪府,キタ,d0e15769de0faa40f3fa35158ae8058e
宅配,宅配,62,2604,980,2011-08-31 12:00:00,2011-09-02 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関西,大阪府,キタ,47ad0e9cc06f66c6307773ecf153fa85
宅配,宅配,62,2604,980,2011-08-31 12:00:00,2011-09-02 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関西,大阪府,キタ,745c136124b87e302d5f6e1801cad7ba
旅館,ホテル・旅館,50,34800,17400,2011-09-15 12:00:00,2011-09-18 12:00:00,3,2011-09-19,2012-02-29,163,1,1,1,1,1,2,1,1,2,東海,静岡県,静岡,a2f10d0571d13c460894141fb3ffa26d
レジャー,レジャー,50,5200,2600,2011-08-31 12:00:00,2011-09-01 12:00:00,1,2011-09-02,2011-11-30,89,1,1,1,1,1,2,2,2,1,北信越,山梨県,山梨,561e76b6f88206451608ee332f170fc6
グルメ,グルメ,50,1950,975,2011-08-31 12:00:00,2011-09-03 12:00:00,3,2011-09-04,2012-02-25,174,0,1,1,1,1,1,1,1,1,関東,東京都,新宿・高田馬場・中野・吉祥寺,444ccbeedc49dd53f137d7d875eeddd0
レッスン,レッスン,70,21000,6300,2011-08-31 12:00:00,2011-09-03 12:00:00,3,2011-09-04,2012-03-01,179,1,1,1,1,1,1,1,0,0,関東,東京都,新宿・高田馬場・中野・吉祥寺,a5084cd8b4966e4fb0e02bfe056ae762
宅配,宅配,62,5050,1890,2011-08-31 12:00:00,2011-09-02 12:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,関東,埼玉県,埼玉,0adc8d2f87193da8bc0ed80ed05e23e8
